"","WT2D","WT2D.1","WT2D.2","WT2D.3","WT2D.4","WT2D.5","WT2D.6","WT2D.7","WT2D.8","WT2D.9","WT2D.10","WT2D.11","WT2D.12","WT2D.13","WT2D.14","WT2D.15","WT2D.16","WT2D.17","WT2D.18","WT2D.19","WT2D.20","WT2D.21","WT2D.22","WT2D.23","WT2D.24","WT2D.25","WT2D.26","WT2D.27","WT2D.28","WT2D.29","WT2D.30","WT2D.31","WT2D.32","WT2D.33","WT2D.34","WT2D.35","WT2D.36","WT2D.37","WT2D.38","WT2D.39","WT2D.40","WT2D.41","WT2D.42","WT2D.43","WT2D.44","WT2D.45","WT2D.46","WT2D.47","WT2D.48","WT2D.49","WT2D.50","WT2D.51","WT2D.52","WT2D.53","WT2D.54","WT2D.55","WT2D.56","WT2D.57","WT2D.58","WT2D.59","WT2D.60","WT2D.61","WT2D.62","WT2D.63","WT2D.64","WT2D.65","WT2D.66","WT2D.67","WT2D.68","WT2D.69","WT2D.70","WT2D.71","WT2D.72","WT2D.73","WT2D.74","WT2D.75","WT2D.76","WT2D.77","WT2D.78","WT2D.79","WT2D.80","WT2D.81","WT2D.82","WT2D.83","WT2D.84","WT2D.85","WT2D.86","WT2D.87","WT2D.88","WT2D.89","WT2D.90","WT2D.91","WT2D.92","WT2D.93","WT2D.94","WT2D.95"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale",0.00595459940454006,0.0535605946439405,0.0169815949055215,0.00433770260262156,0.0136067986393201,0.0313998031399803,0.173874417387442,0.0618351876329625,0.0911111182222236,0.0934425906557409,0.198323221509101,0.0209475979052402,0.00342800034280003,0.00188520018852002,0.30629821622107,0.129299277579567,0.0431781956821804,0.0593869762452095,0.0651689325844663,0.0042376,1.77e-05,0.2906565,0.1001856,0.125051825010365,0.000108399978320004,0.157930131586026,0.2152856,0.0931708906829109,0.024893604978721,0.1556158,0.00758030075803008,0.235192047038409,0.0735080147016029,0.236697981651009,0.000414900041490004,0.0603401181020354,0.0166241983375802,0.1093931,0.0341553136621255,0.00194710019471002,0.096901390309861,0.124237875152425,0.162919165167666,0.0083182,0.000144800043440013,0.124843487515651,0.172215651664695,0.0811981837603633,0.0150849045254714,0.0015608,0.0313815,0.0124119,0.25517294896541,0.0469615140884542,0.0075332984933403,0.0474189857743043,0.0216876,0.135879827175965,0.0318004,0.00550070055007005,4.79999904000019e-06,0.00315600031560003,9.90999702700089e-05,0.2246883,0.138076172384766,3.89999844000062e-05,0.344213131157374,0.0427614085522817,0.144614642154143,0.0979577706126688,0.0003495,0.0973084610766156,0.0433404913319017,0.0167136983286302,0.1485029,0.0842327,0.00578989942101006,0.0229692793276486,0.0212954957409009,0.0986673506663247,0.0067438,4.95999950400005e-05,0.109848010984801,0.00344199931160014,0.117333541333229,0.0716443071644307,0.165325966934807,0.0141214014121401,0.370168022100813,0,0.00905200181040036,0.192370380762962,7.83e-05,0.123896237168871,0.0050270020108008,0.128426651370661
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum",0.000667799933220007,0.00633289936671006,0.0685524794342562,0.00132340079404048,0.0325514967448503,0.000213700021370002,0.00140820014082001,0,0.0220707044141409,0.00484499951550005,0,0.141118885888111,0.0390562039056204,0.0130449013044901,0.0793381523971086,0.00192480115488069,0.000345799965420003,0.00336599865360054,0,0.0040022,0,0.0004872,0.0014114,0.00582250116450023,0.000447199910560018,0.00550870110174022,0.0016196,0,0.000525900105180021,0.0030396,0.00156740015674002,0.000336400067280013,0,0.000666699666650167,0.00246730024673002,0.000534300160290048,0.0304034969596503,0.0010849,0.0179529071811629,0.00133450013345001,0,0,0.0328802131520853,0.0069881,0,0.00268129973187003,0.0147216044164813,0.146794170641166,0,0,0.0028107,0.00453,0.00186869962626007,0,0.00310699937860012,0.0129886961033912,4.63e-05,0.00306720061344012,0.0123313,0.0484670048467005,0.00314979937004013,1.88000018800002e-05,0.0011389996583001,0.0025216,0.00836179832764034,0.0155858937656425,0,0.00110350022070004,0.000177999928800028,0.0164426950671915,0.0003391,0.000205499917800033,0.00602819879436024,0.0601839939816006,0.0004888,0.0008922,0.00468099953190005,0.000162299853930131,0.0163502967299407,0,0.0032272,0.00458739954126005,0.00201570020157002,0.0280305943938811,0.00957559521220239,0,0.0375019924996015,0.0858294085829409,0.000228800137280082,0.00188640037728008,0.0320043064008613,0.000831199916880008,0.0190068,0.00357320107196032,0.0368724147489659,0.000321400128560051
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31",0,0,0,0,0,0,0,0,0,0,0,2.41999975800002e-05,0,0,0.00358089785146129,0,0.00158059984194002,0,0,0.0001536,0,0.0006518,0,0,0,0,0,0.00555349944465006,0,0,0,0.000149200029840006,0,0,0,0.00312160093648028,0,0,0,0,0,0,0,0.0018689,0,0,0,0,0,1.47e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52999938800024e-05,0,0,0,0,0,0.000229999908000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0.00543349945665005,0.00845209915479008,0.00818319754504074,0.00101200060720036,0.000640199935980006,0.00787880078788008,0.00553300055330006,0.0178893964221207,0.000115500023100005,0.00340099965990003,0.00303999726400246,0.00201519979848002,0.000520000052000005,0.00219180021918002,0.00156529906082056,0.00426540255924154,0.00340089965991003,0.00354489858204057,0.00396620198310099,0,0,1.93e-05,3.54e-05,0,0,0.00231730046346009,0.0069597,0,0.000304900060980012,0,0.000184900018490002,0.00203450040690008,7.00000140000028e-06,0.00625799687100156,4.09000040900004e-05,0,0.000403699959630004,0.011569,0.0115272046108818,0,0.00209419979058002,0.00378629924274015,0.00522660209064084,0.0131528,0.00858180257454077,0.00338599966140003,0,0.00168189966362007,0,0.0026466,0.0012175,0.0024521,0.00414649917070017,0.000405500121650036,0.00663529867294026,0.000123699962890011,0.0006438,0.000725600145120029,0.0057177,0.00355410035541004,0.00530699893860021,0.00404890040489004,0.00494599851620045,0.0057578,0.00551879889624022,0.000241899903240039,0.00884759823048035,0.000300000060000012,0.00158359936656025,0,0.0008097,0,0.00124959975008005,0.00244089975591002,0,0.0123117,0.000365399963460004,0.0105169905347085,0.000308999938200012,0,0.0026688,0.00926609907339009,0.00777960077796008,0.000700699859860028,0.00436039781980109,0,0,0.00851990085199009,0.00826230495738297,0.00313490062698013,0.000192000038400008,0.0108114989188501,6.09e-05,0.00256810077043023,5.86000234400094e-05,0.00681770272708109
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000278899972110003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30000189000057e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140799929600035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",0.000833099916690008,0.000222599977740002,0.000197599940720018,0.000291300174780105,0.00439619956038004,0.00409740040974004,0.00130810013081001,1.79999964000007e-05,0.000485400097080019,0.00346609965339003,0.000440399603640357,0.000184999981500002,0.00119630011963001,7.99000079900008e-05,0.00486879707872175,0.000902500541500325,0.000661299933870007,0.00100709959716016,0.00144010072005036,0.0014587,0.0008158,0.000152,0.0002888,0.00101890020378004,0.0301271939745612,0.000668700133740027,0.0059332,0.000170199982980002,0.000964300192860039,0.0001728,0.0125421012542101,0.00170080034016007,0.00437690087538018,0.0008015995992002,0.000569600056960006,0.000164600049380015,0.00240579975942002,0.0023351,0.00221320088528035,0.000764400076440008,0.000935099906490009,0.000838699832260034,0.00087800035120014,0.0023711,0.000161300048390015,2.86999971300003e-05,0.0022284006685202,0.000462499907500018,0.0265253079575924,0.0024925,0.0019128,0.0003439,2.06999958600008e-05,0,0.00119679976064005,0.000383499884950035,0,0.00166640033328007,0.0002012,0.000127500012750001,0.000522699895460021,0.00122470012247001,0.000855299743410077,0.0019825,0.000949199810160038,0.00319239872304051,0.000946099810780038,0.000693300138660028,0.00179849928060029,0.00435999869200039,0.0009861,1.42999942800023e-05,0.0122841975431605,0.000315399968460003,0.0029365,0.0035283,0.000528199947180005,0.0095023914478477,0.00391479921704016,0.000228899885550057,6.37e-05,0.00195339980466002,2.66000026600003e-05,0.00368109926378015,0.00555029722485139,0.0096911009691101,0.0025000994999801,0.000152200015220002,0.00243300145980088,0.00828970165794033,0.000964500192900038,0.000267299973270003,0.0012179,0.000165000049500015,2.94000117600047e-05,0.00025330010132004
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000651100195330059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232699883650058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360900036090004,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica",0,1.30999986900001e-05,0,0,0,0.000132400013240001,0,0,0.000109200021840004,0,0.00192379826858156,0,0,0,0,0,0.000843099915690008,0,0.000122700061350031,0,0,0,0.0002351,0.000902900180580036,0,0,0,0,0,0,0,0.000123000024600005,0,0,0,0.00138560041568012,0,0,0,0,0,0.000287099942580011,0,0.0003837,0.00179310053793016,0,0.000701200210360063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459199908160018,0.000184600018460002,0,0,0,0.000463699814520074,0.00148919970216006,4.81000096200019e-05,0.0006240997503601,0,0,0,0.000557399888520022,0,0.0001659,0.0001244,0,0,0,0,5.5e-06,1.60999983900002e-05,0,0,0.000937199531400234,0,0.000315499936900013,0,0.000503600302160181,0,0,0.000557499944250006,0,0,0,0.0031493012597205
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta",0,0,0,0,0,0,0,0,0,0,2.40999783100195e-05,0,0,0,0,0,0.00168049983195002,0,0,0,0.0005438,0.0004055,0,1.49000029800006e-05,0.00280199943960011,0,0,0,0,2.44e-05,0,0,0.000435800087160017,0,0,5.12000153600046e-05,0,0,0,0,3.17999968200003e-05,0.000145199970960006,0,0,0.00010670003201001,0,1.1300003390001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169199932320027,0,0,0,0,0,4.4e-05,0,0,0,0,0,0,0,0,0,0,0.000448400044840004,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus",0,0,0.000117199964840011,0,0,7.04000070400007e-05,0,0.0533028893394221,3.56000071200014e-05,0.00468719953128005,0.0013559987796011,0,0,0,8.68999478600313e-05,0,0.00166679983332002,0,0.000545400272700136,0,0.0012134,0.0018665,0,0.000391200078240016,0,0,0,0.0186645981335402,0,0.000798,8.41000084100009e-05,0.000344400068880014,0.00363560072712015,0,6.67000066700007e-05,0.000164400049320015,0.00169039983096002,3.99e-05,0.139547555819022,0.000775400077540008,0,0.00662049867590026,2.20000088000035e-06,0,0.0044357013307104,0,0.00693340208002062,0,2.81000084300025e-05,0,0,3.41e-05,0,0,0,0,0,0.0182026036405207,0,0.000197200019720002,0.000614199877160025,7.76000077600008e-05,0,0,0,0.000197499921000032,0.000346199930760014,2.4600004920001e-05,0,0,0,0.00260809895676042,0.000540999891800022,0,0.0083321,0,0,0,0,0.00169549915225042,0.0002058,0,0,0,0.000287999856000072,0.0268887026888703,0.00323709935258013,0,0,0,0,0.000226899977310002,0,0.0010636003190801,0,0.000953900381560153
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum",0.00740309925969007,0.0111554988844501,0.00381509885547034,0.0117098070258842,0.00641279935872006,0.0151971015197102,0.0158290015829002,0.0231973953605209,0.00956450191290038,0.0136024986397501,0.0189748829226054,0.00461769953823005,0.00347250034725004,0.00230060023006002,0.00614969631018221,0.00661800397080238,0.00231649976835002,0.00411559835376066,0.0274805137402569,0.0596292,0.0154641,0.0054649,0.0054596,0.0118728023745605,0.00767709846458031,0.00920400184080037,0.0150854,0.0242715975728402,0.00926200185240037,0.012652,0.0158752015875202,0.0182018036403607,0.00953100190620038,0.0211999894000053,0.00491820049182005,0.00649220194766058,0.00885899911410009,0.055248,0.00995800398320159,0.0338329033832903,0.00511969948803005,0.0348982930203414,0.0208526083410433,0.0176353,0.0597054179116254,0.00339189966081003,0.00728260218478066,0.00710459857908028,0.0199888059966418,0.0285245,0.0093826,0.0025233,0.0234782953043409,0.00586650175995053,0.0190392961921408,0.011205296638411,0.0097718,0.0134944026988805,0.0143648,0.0232232023223202,0.0125622974875405,0.0187344018734402,0.0176136947158916,0.0041193,0.0157119968576006,0.0196394921442031,0.0221032955793409,0.0322270064454013,0.012214595114162,0.00650959804712059,0.0165574,0.00675739729704108,0.0347919930416014,0.0124784987521501,0.0225303,0.0127089,0.00899479910052009,0.0158832857050429,0.0189436962112608,0.0148936925531537,0.0161259,0.00606109939389006,0.00450660045066005,0.00699509860098028,0.012062193968903,0.00571220057122006,0.0330823933835213,0.0137504013750401,0.02771161662697,0.0128259025651805,0.00784720156944031,0.00850359914964009,0.0180192,0.0117322035196611,0.0182622073048829,0.0340897136358855
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques",0.00618959938104006,0.0132115986788401,0.0099929970021009,0.0109456065673639,0.0248525975147402,0.0164224016422402,0.00742560074256007,0.0169286966142607,0.0198210039642008,0.0168267983173202,0.0279205748714826,0.00639439936056006,0.00534450053445005,0.0124995012499501,0.0291256825245905,0.00992490595494357,0.0276924972307503,0.00763129694748122,0.0252146126073063,0.0165303,0.0323749,0.0245846,0.0061993,0.0408879081775816,0.025060994987801,0.00902420180484036,0.0141941,0.0182862981713702,0.0131733026346605,0.0379204,0.0265434026543403,0.0116634023326805,0.0409356081871216,0.0117371941314029,0.0133995013399501,0.0188114056434217,0.00955619904438009,0.0235558,0.018841807536723,0.0545135054513505,0.00506109949389005,0.0235880952823809,0.0206173082469233,0.0493718,0.0429909128972739,0.0246133975386602,0.0525653157695947,0.0168721966255607,0.0369853110955933,0.0197171,0.0107334,0.0122107,0.0205143958971208,0.00799140239742072,0.0099651980069604,0.0185493944351817,0.0160159,0.0115747023149405,0.0195243,0.0298011029801103,0.0155513968897206,0.0815163081516308,0.0077169976849007,0.0103203,0.0153858969228206,0.049786480085408,0.0159396968120606,0.0133995026799005,0.0651960739215704,0.0205851938244419,0.0206243,0.056226677509329,0.024552495089501,0.0146984985301501,0.0856198,0.0224173,0.0115887988411201,0.0210565810490771,0.0122501975499605,0.0130654934672533,0.1023183,0.0234245976575402,0.00777220077722008,0.00540579891884022,0.0145052927473536,0.0291460029146003,0.0463581907283619,0.0128128012812801,0.00847560508536305,0.0124974024994805,0.00669510133902027,0.0155591984440802,0.0145062,0.011038703311611,0.0603932241572897,0.0291856116742447
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",0,0.0137739986226001,0,0.24995774997465,0.0155346984465302,0,9.20000092000009e-06,0,0.00461630092326018,0,0,0.0653710934628906,0.0163630016363002,0.203823820382382,0,0,0,0.0651757739296904,0,0,0,0,0,0,0,0,0,0,0.000173800034760007,0,0.000860200086020009,0,0,0,0.00132760013276001,0,0.168955183104482,0,0,0,0,0,0.000192900077160031,0,0,0,0,0.116280776743845,0,0.0037707,0,0.183835,0,0.00343140102942031,0.0547994890401022,6.03999818800054e-05,3.85e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199605820354762,0,0,0,0,0,0.0147932970413406,0.024203187898406,0,0,0.0225407022540702,0,0,0,0,0.031837,0,0.130153952061581,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified",0,0,0,0,0,0,0,0,0,0,7.87999290800638e-05,0,0,0,0,0,0,0,0.00020130010065005,0,0,9.27e-05,0,0,0,0.000229100045820009,0,0,0.000169800033960007,0,0,0,0,0,0,0,0,0,0,0,0,0.000438699912260017,8.1500032600013e-05,0.0003835,0.00055340016602005,0.00098089990191001,0.000139800041940013,0,0,0,0.0002008,0,0,0,0,0,0,0.000114000022800005,0.0001205,0.000265900026590003,0.000134899973020005,7.58000075800008e-05,0.000199899940030018,7.95e-05,9.49999810000038e-05,0.000329799868080053,0.000104199979160004,0.000349200069840014,0.000231099907560037,0,0,0,0,0,0.0001128,0.000253,0.000131899986810001,0,0.000199699960060008,0,0,0.000383399961660004,0.000299300029930003,0,0,8.79000087900009e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0.00210639978936002,0.00527309947269005,0.00672179798346061,0.00335580201348121,0.00603869939613006,0.00514720051472005,0.00440180044018004,0.0074955985008803,0.0050881010176202,0.00408729959127004,0.00498619551242404,0.00349489965051004,0.00361530036153004,0.00235110023511002,0.0058273965035621,0.00573490344094207,0.00431519956848004,0.0031327987468805,0.00443280221640111,0.0132144,0.0120102,0.0035206,0.0049019,0,0.00431719913656017,0.00282520056504011,0.0070958,0,0.000609800121960024,0,0.0113098011309801,0.00687510137502027,0,0.0154949922525039,0.00449320044932004,0,0.00805589919441008,0.0092271,0.00640090256036102,0.0182210018221002,0,0.0075723984855203,0.0043494017397607,0.0017122,0.00339820101946031,0.00305729969427003,0,0.00177109964578007,0.0133272039981612,0.0053852,0.0045415,0.0047328,0.00670569865886027,0.00309320092796028,0.00554189889162022,0.00896479731056081,0.0030706,0.00770840154168031,0.026243,0.00392060039206004,0.00674629865074027,0.00359790035979004,0.00172629948211016,0.0022186,0.00843829831234034,0.0037691984923206,0.0100336979932604,0.00459600091920018,0.0130087947964821,0.00291069912679026,0.0023811,1.03999958400017e-05,0.00271369945726011,0.00129409987059001,0,0.0101988,0.00096849990315001,0.00800739279334649,0.0098950980209804,0.0068169965915017,0.0098772,0.00182619981738002,0.00337920033792003,0.00276349944730011,0.00495039752480124,0.00216900021690002,0.0024339995132001,0.00482220048222005,0.00302140181284109,0.00446580089316018,0.00297360059472012,0.00360979963902004,0.004115,0.00244740073422022,0.00204300081720033,0.00698520279408112
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0.00226179977382002,0.0114010988598901,0.00505629848311046,0.0085928051556831,0.0144808985519101,0.0224216022421602,0.000778800077880008,0.0131975973604805,0.0148855029771006,0.0110501988949801,0.00400249639775324,0.0166036983396302,0.00530560053056005,0.00573650057365006,0.0118183929089643,0.0120572072343243,0,0.00328039868784052,0.0222876111438056,0.0012415,0.0098581,0.0094909,0.0210882,0.024544704908941,0.00232159953568009,0.0122356024471205,0.0130603,0.0210897978910202,0.0210473042094608,0.0197855,0.0185261018526102,0.0181718036343607,0.0119550023910005,0.0266451866774067,0.000871600087160009,0,0.0187946981205302,0.0130537,0.0138214055285622,0.0276218027621803,0.00393579960642004,0,0.0194473077789231,0.0021969,0,0.00469559953044005,0.00161300048390015,0.00353929929214014,0.010750503225151,0.0027117,0.0070225,0.0126639,0.00959129808174038,0.0149006044701813,0.00428409914318017,0.0055938983218305,0.0119136,0.00791520158304032,0.017277,0.0118271011827101,0,0.0316482031648203,0.022192193342342,0.0062598,0.0223564955287009,0.0101096959561216,0.024050795189841,0.0219938043987609,0.00340269863892054,0.00455039863488041,0.010812,0.00012679994928002,0.0215505956898809,0.00558969944103006,0.0101547,0.0023509,0.00215909978409002,0.0125964886631602,0.00833299833340033,0.075966762016619,0.0112788,0.0149460985053901,0.00310200031020003,0.0158855968228806,0.023940988029506,0.00485520048552005,0.0184570963085807,0.0115043011504301,0.0104416062649638,0.0125284025056805,0.0107131021426204,0.00876429912357009,0.0184383,0.0155514046654214,0.00952080380832152,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",0,0,0.00941279717616085,0,0.0231821976817802,0,0,0,2.22000044400009e-05,0,0,1.03999989600001e-05,0.0209204020920402,0,0,0,0,0,0,0,0,0,0,0,0.0128548974290205,0,0,0,0.00050870010174002,0,0.00128290012829001,0,0,0,0,7.00000210000063e-06,0,0,0,0,0,0,3.25000130000052e-05,0,0,0.0368161963183804,0,3.46999930600014e-05,0,0,0,0,0,0,0.0024549995090001,0.244205926738222,0,0,0,0,0,0,0,0.0004343,0,0,0,1.50000030000006e-05,0,0,0,0.000628399748640101,0,2.20999977900002e-05,0,0,3.25999967400003e-05,0.0173917843473941,0,0.0153181923409038,0,0,2.07000020700002e-05,0,0.0699320650339675,0,0,0,0,0.049069009813802,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1",0.0450729954927004,0.0253065974693403,0,0.0329484197690519,0,0,0.0589464058946406,0,0.144709228941846,0,0,0.0290435970956403,0,0,0.00747849551290269,0.0689915413949248,0,0,0,0,0,0,0,0,0,0.00433230086646017,0.0326669,0,0,0,0.0597878059787806,0.0220164044032809,0,0.035798682100659,0,0.293696688109006,0.00310459968954003,0,0.0179887071954829,0,0,0,0.0740887296354919,0,0,0,0,0.109589878082024,0,0.0204307,0.0056781,0,0,0,0,0,0,0,0.0657235,0,0,0,0.0511382846585146,0,0,0,0,0.101428120285624,0,0,0.0315536,0,0,0.0691041930895807,0,0,0.114624388537561,0,0,0,0,0,0.097374209737421,0.0476823904635219,0,0,0,0,0.00438240262944158,0,0.0151255030251006,0,0.01263,0.0901603270480981,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans",0.00874079912592009,0.00633169936683006,0.00232559930232021,0.00600160360096216,0.00312559968744003,0.00523960052396005,0.00716450071645007,0.00399089920182016,0.00957740191548038,0.00378779962122004,0.00721399350740584,0.00410849958915004,0.00136240013624001,0.00288840028884003,0.0161812902912258,0.00303270181962109,0.0144704985529501,0.00253889898444041,0.00692710346355173,0.0109568,0.0155051,0.0026911,0.0127247,0.00820430164086033,0.00565179886964023,0.00671680134336027,0.0072754,0.00620789937921006,0.00216820043364009,0.0067893,0.00667820066782007,0.00599510119902024,0.0131118026223605,0.00181909909045045,0.00135810013581001,0.00237790071337021,0.00149149985085001,0.009358,0.00461230184492074,0.00895790089579009,0.00381549961845004,0.0228673954265209,0.00307080122832049,0.0188026,0.0121051036315311,0.00272669972733003,0.011595403478621,0.0104635979072804,0.0157995047398514,0.0089179,0.0028162,0.0075313,0.00614949877010025,0.00466010139803042,0.00435129912974017,0.0123369962989011,0.0063851,0.00925600185120037,0.0131355,0.00475980047598005,0.00849069830186034,0.0145198014519801,0.0077387976783607,0.002947,0.0074686985062603,0.012727694908922,0.00943239811352038,0.00730770146154029,0.0161374935450026,0.0120840963747711,0.0089192,0.00567289773084091,0.0119460976107805,0.000939699906030009,0.0132229,0.014131,0.00351279964872003,0.00981329116803795,0.00532119893576021,0.0131445934277033,0.0093575,0.00721099927890007,0.00287360028736003,0.00855019828996034,0.00394369802815099,0.00779080077908008,0.00836089832782034,0.00288150028815003,0.00311710187026112,0.00375130075026015,0.00182740036548007,0.00214809978519002,0.0045924,0.00367820110346033,0.00664050265620106,0.0242177096870839
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",0.0241368975863102,0.0350857964914204,0.0055417983374605,0.0225997135598281,0.0164693983530602,0.0183419018341902,0.00429640042964004,0.0182155963568807,0.023934304786861,0.0102010989798901,0.00994799104680806,0.00518459948154005,0.00343960034396003,0.00404110040411004,0.00236149858310085,0.0202228121336873,0,0.0152989938804024,0.0172553086276543,0.0001601,0,0.0280602,0.036997,0.0049458009891602,0.0074784985043003,0.0193474038694808,0.0248397,0.0329814967018503,0.0102644020528804,0.0010198,0.0370509037050904,0.0392046078409216,0.0209709041941808,0.0475776762111619,0.000261300026130003,0.00134830040449012,0.0177724982227502,0.0885212,0.0129616051846421,0.0161520016152002,0.0319374968062503,0.0363485927302815,0.0139500055800022,0.0186386,0,0.000356499964350004,0.00078020023406007,0.0145664970867006,0.00463680139104042,0.0030116,0.0288285,0.0057886,0.0264586947082611,0.0122282036684611,0.024028095194381,0.00809149757255073,0.0142751,0.0357723071544614,0.0964574,0.0300249030024903,0.024065395186921,0.0116554011655401,0.0351876894436932,0.0142413,0.024398995120201,0.0155218937912425,0.0227412954517409,0.0219230043846009,0.056529477388209,0.00492459852262044,0.0071717,0,0.0288213942357212,0.00760649923935008,0,0.0248337,0.00396529960347004,0.0196515823135759,0.0138492972301406,0.0282716858641571,0.0346626,0,0.00464720046472005,0.0523826895234621,0.0299327850336075,0.00940850094085009,0.00479279904144019,0.0167405016740502,0.0168588101152861,0.00196460039292008,0.00635000127000025,0.0160265983973402,0.0087347,0.011198103359431,0.0262940105176042,0.012775905110362
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036447,0,0,0.00194540038908008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048770009754002,0,0,0,0,0,0
